Student_ID,Time_Spent_On_App,Past_Grades,attendance_rate,time_spent_on_quiz,question_attemted,pass_fail,topic_difficulty,future_score
33,1.5342358976809745,6,75,3.6076966769694496,28,Fail,High,69.11861457697353
34,6.437840455883872,96,61,0.40590988098963887,39,Pass,Low,104.00281178206593
35,4.868857548849758,12,57,3.725899993061077,40,Fail,High,68.9750847033607
36,5.980873228299939,5,60,0.6268229593657221,26,Fail,High,67.62193665778616
37,2.2005442852055723,74,90,3.872187969867503,21,Pass,Low,97.42590620498959
38,7.509825452360632,86,78,4.566886666409348,33,Pass,Low,95.50224549147285
39,2.9250765122300337,11,67,4.650062445123561,34,Fail,High,65.18336203435952
40,3.4564374510652742,16,83,4.407407057859028,5,Fail,High,59.58396742877052
41,6.644598896558703,99,82,0.7412911218773166,44,Pass,Low,104.9687310188312
42,5.51500723428587,78,93,4.645359315835156,8,Pass,Low,86.21209197435411
43,6.147205070069223,52,73,0.019380372263143042,1,Pass,Medium,76.34634962299288
44,9.516287510267336,88,59,2.610278189907396,45,Pass,Low,89.56326940028742
45,9.837841850529252,16,53,1.6402942698077823,35,Fail,High,63.46411775818923
46,8.144171571523355,0,58,0.8694632967759852,47,Fail,High,65.09057207171512
47,6.931486750954464,38,91,2.799118610538592,13,Fail,High,69.65478984133307
48,3.406420442267488,68,84,2.4111879455739227,7,Pass,Low,80.66461893435981
49,4.13860852242033,19,83,0.8791480132556451,23,Fail,High,70.1558512577624
50,6.49788079347546,38,79,2.460359694948435,37,Fail,High,75.5871403517756
51,3.211075286135249,71,96,1.0334326373915776,24,Pass,Low,84.06572152701264
52,4.259496582704427,4,72,1.7970968801918608,25,Fail,High,61.70125786584036
53,9.613225586283127,52,92,0.2168871268562267,11,Pass,Medium,89.48306098268581
54,9.622534266889573,37,98,3.163151642091495,31,Fail,High,71.88560028016546
55,7.011468513800253,55,77,2.8553191870362045,1,Pass,Medium,85.08308165060097
56,1.2204895621049627,0,89,4.933150468982253,1,Fail,High,53.033430282933324
57,3.0254244265414076,57,94,2.2361055342791185,25,Pass,Medium,88.05897514882362
58,3.913635456016534,56,70,1.62236271871952,47,Pass,Medium,77.3191615549351
59,1.7156694621510171,43,93,4.495019324306664,39,Pass,Medium,74.34858483651101
60,3.4304352294785714,17,64,4.056718042866996,14,Fail,High,72.1393707468026
61,6.625358470183235,71,85,3.9594904091255305,14,Pass,Low,82.40166487932193
62,2.837554834861554,62,100,2.091685660731708,36,Pass,Low,85.73663364414196
63,8.167424746066775,10,70,0.4243199408988857,26,Fail,High,66.57270874664658
64,9.091639891458868,72,86,1.737665133348583,40,Pass,Low,91.39523427264629
65,4.532875886007898,8,70,1.830138588640653,49,Fail,High,65.24875004423778
66,8.305745889531813,96,58,2.2106467888224453,7,Pass,Low,97.98491502053811
67,9.823845989186026,62,59,0.7256116903870852,36,Pass,Low,83.11903318829664
68,8.232174744098327,11,71,3.828278495110144,2,Fail,High,62.97752267953352
69,7.783029811428371,67,76,4.38091092344226,35,Pass,Low,84.00420749865148
70,8.05848828472861,73,64,1.9035148124037937,16,Pass,Low,90.59091440166465
71,7.147040407273613,19,73,0.19955972628072915,18,Fail,High,62.351034478168195
72,2.797813521927357,50,53,4.65977158169924,44,Pass,Medium,75.32241967378712
73,2.0459922231682945,74,58,1.2116846130141639,1,Pass,Low,88.26868143021632
74,3.9675022432312543,35,75,0.6057185707017293,9,Fail,High,74.84754180566173
75,5.665757312274922,100,97,4.48669958950293,0,Pass,Low,103.0751150801187
76,7.221815880842223,54,99,4.237750684817614,28,Pass,Medium,84.02530220196974
77,1.9424096594417772,20,87,3.1934044919657634,33,Fail,High,78.03230006836412
78,8.405013972188767,48,88,4.3141941720906125,31,Pass,Medium,76.06376384588529
79,5.088659834052487,78,62,3.3778279577898496,25,Pass,Low,95.71384363009292
80,9.493513478812746,62,88,3.9989230815889067,11,Pass,Low,83.32344352296803
81,0.17019560247198084,49,74,2.1304967087781943,25,Pass,Medium,84.06332294595437
82,7.354534282073487,53,52,2.5238786495547627,0,Pass,Medium,87.89614621091664
83,3.3976757132116853,89,60,4.146128592020926,21,Pass,Low,93.34228048405639
84,9.136890911645372,36,73,0.43121422551874566,32,Fail,High,71.47569521106851
85,4.296307816424502,55,57,2.186795728221791,38,Pass,Medium,89.03815299830775
86,1.6068092258752664,87,82,4.085054530427738,32,Pass,Low,99.48188594320406
87,6.107594595290584,75,70,2.8771967811760835,37,Pass,Low,89.45415286684441
88,5.101815024119837,6,59,3.5036077434321973,14,Fail,High,60.462319123904514
89,1.3952454793691471,36,94,3.9170764718026367,22,Fail,High,70.2261412090274
90,2.6302348986763624,43,95,0.33285845957576665,34,Pass,Medium,77.64206552977599
91,6.468767181492954,24,62,3.3789110975553887,6,Fail,High,66.25529300927053
92,6.96074435157192,99,91,4.937955337316773,21,Pass,Low,105.207657835426
93,2.73956532055914,49,73,2.633773859344667,36,Pass,Medium,65.16438162610913
94,1.5407094586081616,56,98,2.2320501394688885,19,Pass,Medium,85.49258469367444
95,3.3653897262761556,48,81,1.3752898567921767,10,Pass,Medium,80.44614920131379
96,1.2033409692992325,17,65,0.2970335286644832,17,Fail,High,71.94014133572377
97,0.46953121780925366,86,97,0.03729813298972817,17,Pass,Low,91.7180115001574
98,5.826336731270353,35,97,0.003998621369593058,15,Fail,High,76.26519604510752
99,8.360645084667697,0,58,1.438703487033156,35,Fail,High,61.8706330828824
100,0.13113171207330687,2,83,2.1563904691542906,20,Fail,High,55.039382734330665
101,6.906908536006815,51,97,1.4183336668159212,32,Pass,Medium,76.40321952926956
102,0.816733030979383,20,67,0.7185566533530752,9,Fail,High,69.93511659723289
103,7.771926531303835,34,55,3.584213569064093,11,Fail,High,70.5173009790621
104,1.457570494829833,19,81,3.4171566197948127,18,Fail,High,58.77269887593417
105,5.652712399703104,4,100,3.446352246357014,42,Fail,High,59.931895479848436
106,8.602823309407617,58,65,0.7666683290660348,13,Pass,Medium,79.19073485820854
107,8.712426334344372,0,97,3.4505008172180966,0,Fail,High,66.86460816140793
108,9.228461556944943,47,72,4.540292172790515,43,Pass,Medium,76.1598891613071
109,6.615669947291758,83,94,2.993921223181796,49,Pass,Low,85.79175444435494
110,3.0095524470792,36,96,4.585680099393435,1,Fail,High,76.48673799827087
111,1.5910868885620366,48,75,0.19150327368619213,25,Pass,Medium,80.24538490433501
112,8.155279593822504,56,67,2.144553104479223,2,Pass,Medium,83.71262387354945
113,1.112748316487795,71,53,0.3711873237181429,23,Pass,Low,93.48094873506044
114,0.9599160959535447,26,90,1.3413084799519788,16,Fail,High,65.27962065131916
115,4.710331295605852,18,82,0.4176032222257603,46,Fail,High,70.07161003841311
116,2.8193281754202157,10,91,0.6228478490478229,5,Fail,High,67.6616245083818
117,3.4121597022425023,55,69,4.22896882550232,47,Pass,Medium,81.9994729327697
118,2.7655931538912215,79,77,3.1049272795289236,23,Pass,Low,87.67491848069838
119,8.202578327237303,77,67,3.5737689108674227,39,Pass,Low,95.54991491652709
120,9.364751953464204,60,92,0.5139102492922071,29,Pass,Low,83.67565157498551
121,5.305396459985565,70,65,4.278972875040877,14,Pass,Low,92.96284295875712
122,2.3675581600576825,31,56,0.23533613183615854,5,Fail,High,70.86260392990151
123,1.884675855991853,15,95,1.912971242401308,5,Fail,High,63.981707353099615
124,6.8441668381237495,94,98,3.5198182378269767,33,Pass,Low,98.0225390206395
125,5.3195145926130945,13,50,2.0887916435874176,46,Fail,High,65.02230777948029
126,1.9815058224189164,50,97,2.9178567363328183,33,Pass,Medium,83.35176859619469
127,1.7809858627129804,95,62,1.718529480861231,47,Pass,Low,93.66778176837565
128,1.3105262663814587,0,72,3.1085914320559436,40,Fail,High,65.57151449234168
129,3.3098773235037093,92,73,2.9384000726515884,1,Pass,Low,90.76717158613972
130,5.3818929640405875,55,65,2.0315361974655035,5,Pass,Medium,76.3175867701748
131,5.585747711757987,100,50,0.6350920378920932,46,Pass,Low,103.00090663317756
132,0.5663870068094212,23,85,4.186677305134327,31,Fail,High,60.26904994104453
133,3.2527254367123026,46,77,0.9839842357434353,26,Pass,Medium,81.9915339855197
134,8.46707792288422,90,96,2.9225852684804607,37,Pass,Low,101.3754780398951
135,2.0112861912422364,51,89,0.9977686324630081,47,Pass,Medium,68.11517290836017
136,4.473785201733483,49,89,0.7638858437292118,14,Pass,Medium,85.08927088949406
137,8.412999993840556,90,95,2.0406694988589926,22,Pass,Low,93.80410770840071
138,3.5615031850423406,55,94,2.447101506732103,39,Pass,Medium,79.33134420723667
139,5.335417982782404,31,82,2.7735859444187714,45,Fail,High,73.14558435977322
140,3.70874641233791,31,76,3.577500444559913,4,Fail,High,66.4040701881605
141,9.573443215398957,11,68,3.2492935525833984,40,Fail,High,56.444977820600194
142,3.284424331861712,65,54,4.474931057582239,31,Pass,Low,84.87108183558553
143,1.1368010941397466,1,73,2.0668050066623778,3,Fail,High,65.72657888982341
144,2.7786244259166026,79,85,3.348237142581202,22,Pass,Low,88.96703590574371
145,1.86160738922314,69,98,0.44287754795717005,29,Pass,Low,88.69075157922106
146,6.0790231211724866,5,52,4.680038189414424,8,Fail,High,49.9497982387207
147,9.535904451390275,54,84,2.1308703854798305,29,Pass,Medium,75.87310964484308
148,2.7980576565139383,95,88,4.174658568658324,14,Pass,Low,95.51068862036202
149,7.529109063739309,16,60,3.762347619549942,13,Fail,High,65.71951557518494
150,1.7214082242871154,63,66,1.3133249041035955,31,Pass,Low,84.7370729736157
151,8.15902065860518,89,56,4.067298163348884,32,Pass,Low,102.55415434169892
152,7.603048955855643,38,74,2.9699627576397365,2,Fail,High,70.14605148643197
153,5.1357331647452575,87,93,3.0498472275685025,15,Pass,Low,96.74805305119894
154,2.7171386396344586,50,64,0.7967990288308274,47,Pass,Medium,78.61756921269296
155,6.737798505930766,35,86,2.9769871292695624,4,Fail,High,81.46982078084855
156,7.476309749817726,3,85,4.746945869066042,24,Fail,High,61.02495086902387
157,9.050706146540465,71,99,2.0387877654595106,40,Pass,Low,90.27132411518734
158,6.137397228012999,70,97,0.5378496424574991,23,Pass,Low,94.72783981036171
159,1.3856020559995352,80,51,2.0271854966044147,25,Pass,Low,91.29144724230036
160,2.3762983165809115,44,52,4.137870986272922,28,Pass,Medium,83.76859185344408
161,4.05592517097619,63,87,3.5416356991683156,26,Pass,Low,80.5932606757972
162,6.877725468926518,80,93,2.771248907495692,29,Pass,Low,94.34860780543418
163,8.32299499332619,85,90,1.4642907282656341,17,Pass,Low,87.37714865706643
164,3.391577510023681,84,69,3.5289486536266903,6,Pass,Low,94.16355293113104
165,6.511209383268436,85,59,2.117964916685959,31,Pass,Low,95.13650767436076
166,0.025152869352499385,57,72,1.7237499275815353,22,Pass,Medium,89.67824400358728
167,0.5733870384429185,36,53,4.213667346330194,43,Fail,High,70.79949569106088
168,1.7848143206796019,22,66,2.8085271287354314,30,Fail,High,58.66665495928982
169,0.5838124983698578,28,98,0.9647501945395665,16,Fail,High,69.89532730714352
170,1.8522765661418739,71,76,0.21295258898489988,5,Pass,Low,84.76456895665083
171,1.9836467338007535,49,70,2.6196131185064138,38,Pass,Medium,75.35281984811209
172,2.529940614127929,10,79,2.753716881406723,14,Fail,High,65.63786376304748
173,0.7020341701579391,51,90,0.37075518761038095,20,Pass,Medium,78.88575644044266
174,4.771275795408487,86,86,3.970796925035631,29,Pass,Low,88.81342057365065
175,7.258233896395344,26,84,0.5303890718550686,36,Fail,High,61.347014494926796
176,9.415018664328263,82,73,4.169208825274638,39,Pass,Low,90.45676905992379
177,2.5172222327729497,69,99,3.8307307370992265,6,Pass,Low,83.80915698069812
178,6.848813496468189,87,66,3.231879949236748,43,Pass,Low,98.65853631032748
179,3.9346802357536337,0,93,2.562043237099194,21,Fail,High,65.76925905294779
180,4.643429650949126,52,78,2.455310273443918,20,Pass,Medium,81.10823386792445
181,5.892654085074435,6,51,3.532049300218051,26,Fail,High,69.75546335443184
182,0.6328090901447936,44,63,0.14295496215533277,22,Pass,Medium,74.84438772581399
183,3.46406363968304,72,94,1.1631924333687254,12,Pass,Low,87.18277187446839
184,3.351433012090501,83,60,2.7695094775488998,34,Pass,Low,91.06353120152436
185,4.205766403558395,45,61,1.1453360451534766,46,Pass,Medium,84.41971544289152
186,9.320095102996074,46,56,3.160431659794052,27,Pass,Medium,81.65886135796639
187,5.846113055138059,27,88,3.4896443638980115,48,Fail,High,74.72253242053685
188,7.019012501225353,49,81,4.8340109375946705,6,Pass,Medium,82.95600696999783
189,9.314706004200156,76,87,3.2290137543572826,28,Pass,Low,88.77526287148821
190,0.593727517035747,10,85,2.8163783472741546,10,Fail,High,62.10799585907294
191,6.529615379451671,21,54,2.1807742995348893,26,Fail,High,69.3526030695681
192,2.014290672099656,22,73,2.008322183667763,19,Fail,High,70.74507440689241
193,3.5434615482694785,10,60,1.5905515588468617,7,Fail,High,59.7210195022833
194,9.639680697225938,7,96,0.34523120634232574,6,Fail,High,67.33713751108166
195,2.484421858600847,72,61,2.210977021094518,49,Pass,Low,87.51127387961925
196,3.9773067087181744,12,67,4.540705288834193,36,Fail,High,71.9850923287096
197,4.989209122944462,26,52,2.067343365949605,47,Fail,High,75.82687036908958
198,4.153106185428548,92,53,0.7476753843444295,48,Pass,Low,100.69599242257813
199,6.471141823170118,1,83,1.6997849907556901,36,Fail,High,60.43346632339471
200,7.4109888169873415,50,79,4.113936775126098,11,Pass,Medium,75.28294160278585
201,3.8112809236945644,36,55,0.3249229406866544,10,Fail,High,87.23444109753918
202,8.532156653386174,6,88,1.9969394409702979,38,Fail,High,62.03786323545122
203,3.594700528257472,91,55,1.3232495723762487,19,Pass,Low,94.83639092804225
204,7.524888463985917,57,61,3.99565492203637,21,Pass,Medium,93.20842103518662
205,4.660949319382475,53,55,2.934319884169679,15,Pass,Medium,86.47915018411715
206,2.4871717416042194,4,78,4.663992610161835,43,Fail,High,55.989469160793085
207,6.875486011965127,33,80,0.008302502316140936,28,Fail,High,67.61215986942234
208,7.434397377196145,15,68,3.147465339762153,21,Fail,High,65.7924747022277
209,2.844875852909734,92,89,3.7807064983463268,39,Pass,Low,99.2856599283068
210,6.4148031576661255,69,61,1.4551106776398126,38,Pass,Low,82.68994988190306
211,0.15647626642750878,51,64,0.1116180722524035,33,Pass,Medium,86.77850952514821
212,2.708850278962245,14,86,0.723692730100558,5,Fail,High,65.26296672082259
213,5.8448982013501745,27,82,3.301252722229534,21,Fail,High,76.03587464557067
214,0.9825652046149891,17,87,1.3098118524484048,49,Fail,High,57.35663155815739
215,6.221263953419596,92,67,1.1251619149274443,43,Pass,Low,96.19851313007882
216,4.708241385063902,75,65,3.675675663092222,2,Pass,Low,91.19411838790354
217,7.353849912045522,11,85,2.9373287660651775,0,Fail,High,65.91837269672168
218,9.238288561113364,81,100,3.339743198295344,39,Pass,Low,91.41657989622179
219,7.691105187477552,93,87,3.066792802319723,0,Pass,Low,92.96986125538017
220,2.5462030306340786,4,93,1.0601737896739816,38,Fail,High,55.592908688792434
221,4.288151644679898,60,75,1.1704156339003924,48,Pass,Low,86.16083311820184
222,0.025044950830750423,10,93,2.3138030647079173,35,Fail,High,68.99296725389064
223,8.10773593650958,48,57,0.7065753000531166,14,Pass,Medium,76.65097491695025
224,9.795897659163987,46,67,3.2659674691510516,13,Pass,Medium,79.66035058046381
225,8.969021361569046,5,70,4.362245708652772,49,Fail,High,64.17006153975827
226,1.3389126830127518,38,72,0.6342270834311781,1,Fail,High,75.12637283424512
227,0.3331730694796242,82,56,3.5481856477080678,45,Pass,Low,90.52852128317798
228,5.43453347110952,95,52,0.37824848528203114,26,Pass,Low,103.47148571947271
229,4.280554245788117,67,98,4.437554157145468,0,Pass,Low,85.16683456162927
230,9.327436279010326,3,69,3.9002703665313785,31,Fail,High,56.25042924437696
231,1.9449720696642714,88,74,2.9677405358472244,17,Pass,Low,95.96052326963321
232,3.2437534536085986,55,82,3.0674587007757803,22,Pass,Medium,79.26691458001586
233,5.6912962114120935,44,50,0.08616161414836676,5,Pass,Medium,79.66921902845307
234,4.9671799857359495,98,53,2.188333031855285,3,Pass,Low,101.13909945156607
235,4.453707507456639,54,73,4.549361357485152,9,Pass,Medium,77.28201286749075
236,8.795699221811947,1,50,3.409869797923869,5,Fail,High,61.344372452221116
237,9.770278256056075,77,86,4.962483701963503,25,Pass,Low,93.34090814468397
238,5.343767996226921,5,96,0.9016458113068532,39,Fail,High,56.62939312404157
239,3.997068089813637,1,88,1.7306616848136547,19,Fail,High,52.403219594753544
240,1.7101387349843478,98,55,0.8836943499340971,36,Pass,Low,103.0818088482095
241,9.931840851927817,67,50,0.4471326770322698,38,Pass,Low,85.03707262535569
242,3.015944909089827,27,71,3.9594961985672192,21,Fail,High,68.78757745628
243,4.83469310371103,36,76,3.5939722842288484,3,Fail,High,74.75362038621276
244,1.6287274145992425,39,99,0.6457260767336581,0,Fail,High,74.12895046694982
245,3.263546483968085,24,53,2.449964938655671,29,Fail,High,65.41564153922855
246,2.0417354621481785,78,96,4.421228676941948,34,Pass,Low,94.17469670537855
247,8.07945962608621,30,100,0.675730618100745,7,Fail,High,75.94612312124636
248,1.804737791901645,81,55,1.1713263038942934,25,Pass,Low,85.39024448120466
249,8.721145493286775,61,78,1.306969444392898,4,Pass,Low,83.51636772931273
250,4.192831201076883,97,82,0.623664691680495,24,Pass,Low,100.74466053401048
251,3.9895226617360846,48,81,0.767502580960297,27,Pass,Medium,80.35889365085815
252,1.0875585158232326,27,80,3.6391404446231537,7,Fail,High,68.83785618402743
253,5.030918839551969,5,70,4.345233083247163,3,Fail,High,56.990524072075935
254,2.5600392880019465,31,93,3.6634474300949997,5,Fail,High,74.1438611461276
255,6.2936773693203865,15,89,4.672524237347061,22,Fail,High,63.71109306607373
256,8.428359252370592,20,59,0.8562446334599899,40,Fail,High,68.55025779979113
257,1.323121714977572,39,69,1.3246220514066138,35,Fail,High,67.0444402661028
258,8.022971397715303,91,54,3.6625977307485296,9,Pass,Low,96.21530040993864
259,2.873052122994567,93,89,2.423922441902135,35,Pass,Low,91.5436478965652
260,4.560388266582746,17,55,3.825098378699821,14,Fail,High,64.10067771475346
261,6.920784642180729,72,57,2.393353307956118,45,Pass,Low,92.90401530021768
262,1.9587081856288469,35,92,3.056738495451499,13,Fail,High,73.14916521877603
263,6.334243371737013,85,68,4.415685314935543,43,Pass,Low,96.56045131596439
264,0.528785605103157,87,58,0.18687941184182932,47,Pass,Low,98.91099364001406
265,6.148399202717961,33,90,1.3267543401833097,16,Fail,High,71.1079915306193
266,3.4139465622864007,64,85,1.6460621228798082,27,Pass,Low,77.4892103178433
267,2.638439869807402,46,85,1.3004642532915738,0,Pass,Medium,80.34669302944275
268,5.507159653694659,97,100,3.274605626902274,9,Pass,Low,102.04649896053216
269,1.953165299837638,8,88,0.9745532341192481,20,Fail,High,56.3947530203182
270,1.8372246787018887,76,100,4.093446073884065,23,Pass,Low,91.86362999816801
271,1.8212370339244888,76,98,4.319211736831134,10,Pass,Low,97.2975333000222
272,3.0568148657715466,40,55,4.57159276385757,19,Fail,Medium,75.62072169390063
273,5.79088816534064,87,52,4.47565124500304,12,Pass,Low,91.73991963146163
274,4.622381178854837,95,73,2.3694854631411904,0,Pass,Low,92.99418391934435
275,4.854014229363251,17,94,2.7915890207217497,16,Fail,High,65.09599843492579
276,5.073056054583144,57,62,4.166647789679507,5,Pass,Medium,88.41120073977831
277,5.325008875126015,16,97,3.059816659082265,39,Fail,High,65.17469275547865
278,9.744248149326902,39,79,3.1328690207048817,2,Fail,High,72.89881888807054
279,4.068008745037041,31,62,0.24844206037838878,49,Fail,High,73.1202128385904
280,6.560357966587848,28,64,1.9790112529809212,2,Fail,High,70.64652710638279
281,1.676126247049048,80,57,1.208878399541018,18,Pass,Low,95.51848414011424
282,9.070978139461847,86,84,4.92607125813916,10,Pass,Low,96.1042098554904
283,6.218949668880496,11,54,3.4292959941508796,37,Fail,High,64.64201133065274
284,1.1062923173178107,40,51,4.924991656650898,48,Fail,Medium,74.62831622591543
285,7.323524076615861,31,84,0.6722900450426567,39,Fail,High,66.62837927371626
286,9.85304035265507,98,93,3.617957211380779,1,Pass,Low,102.41712427533591
287,6.425958786444229,78,89,0.17982793197239333,27,Pass,Low,95.71676717961236
288,0.8156237989340043,13,78,1.5257967338170697,49,Fail,High,66.92321036543426
289,7.680782714736175,39,73,4.2634656022202835,48,Fail,High,66.72299685500946
290,4.682989731244113,95,74,1.7702432501373877,2,Pass,Low,95.76274132896822
291,2.8505375475275763,25,51,0.20108790051211245,26,Fail,High,67.0182729650689
292,5.938473287646807,11,69,2.116576720838148,41,Fail,High,65.9557975031038
293,8.775594996174963,18,61,4.118750623492947,32,Fail,High,70.69719515902966
294,8.271678766017706,51,98,4.737201740853773,0,Pass,Medium,79.07123959755842
295,2.4214263720220055,85,72,2.6842613012922687,7,Pass,Low,90.95615533390298
296,1.1083607599933054,72,67,3.8579208311999036,3,Pass,Low,85.22547842413245
297,7.562854391830606,76,60,2.523193028712237,49,Pass,Low,83.94989199175558
298,0.5182189328755904,51,82,1.148236715403697,2,Pass,Medium,75.57601693586598
299,2.346528816283576,54,68,4.716294871736384,24,Pass,Medium,81.68181849032362
300,6.673487845604828,80,53,0.9207374529647339,30,Pass,Low,88.81083096966913
301,9.306677646815455,74,84,3.2885129465540675,42,Pass,Low,88.03574803717261
302,7.887019663295291,87,82,4.833244122001031,5,Pass,Low,94.19388114709977
303,1.1990355563168864,45,58,3.672948489958679,33,Pass,Medium,80.18028317715203
304,4.720029476053169,7,50,3.80255011934084,5,Fail,High,55.4243240724325
305,2.4522105516555093,34,82,1.2488011356207795,33,Fail,High,71.38667668105438
306,7.5003241292034915,99,77,0.7626753875820663,40,Pass,Low,108.0332262458975
307,0.5181444444235983,87,59,2.320700146060575,13,Pass,Low,105.05028474915505
308,5.825940243315952,43,51,4.699868881581486,10,Pass,Medium,70.80426024416883
309,4.202954597059434,26,99,3.6142795650218638,10,Fail,High,68.5298455033987
310,3.6600417805391396,9,57,2.270165431896321,36,Fail,High,51.96233248837106
311,0.3453346223875775,2,82,2.242840276366278,43,Fail,High,56.51112813837067
312,3.1763624672228596,58,86,2.786354105170936,12,Pass,Medium,77.59795952418857
313,4.739188984356698,86,82,1.489915228190527,11,Pass,Low,94.14382416508076
314,6.248174026064515,40,100,4.431299375699015,4,Fail,Medium,74.2470626858831
315,7.819172434417311,73,96,4.8116449341986876,45,Pass,Low,82.28506687616813
316,8.278777181463001,48,95,3.0387892011632363,18,Pass,Medium,88.02125371197366
317,6.303980730868261,60,82,3.9108000980329294,41,Pass,Low,86.54361403478315
318,2.6899528705699636,58,72,0.7911780558829179,21,Pass,Medium,85.84783817565365
319,3.6408201278517796,23,65,2.7914305074751233,16,Fail,High,68.63889538181985
320,1.470752362949136,27,65,1.382570341567531,19,Fail,High,69.1851603156338
321,9.345602843979268,33,53,4.51965888895732,30,Fail,High,72.21222548138134
322,2.0930356658046243,9,60,2.0958737920386334,22,Fail,High,66.61301530406165
323,3.8679129878306187,16,60,3.9873875110141617,45,Fail,High,61.109900309305985
324,3.7716749834319963,10,57,0.823540079847141,39,Fail,High,57.856304574938164
325,8.751237182490584,53,81,1.5659944593774973,26,Pass,Medium,82.13177335314616
326,1.6985015376866741,23,91,3.357678294743639,15,Fail,High,77.66624785839124
327,7.313847938776606,32,59,2.1584039979164156,17,Fail,High,72.075841261603
328,0.5600868565257888,99,92,0.24796714310002133,30,Pass,Low,94.82056850604589
329,5.56753017749908,68,61,4.485569576966726,48,Pass,Low,85.77870800629098
330,6.041455774864055,67,79,2.3221757145517286,9,Pass,Low,86.3311551188347
331,9.88625471759769,18,89,0.03177914780161495,19,Fail,High,75.68387626095824
332,3.8121567287471714,41,59,1.8669670607358761,35,Pass,Medium,75.34588503213469
333,3.5359352480663366,73,96,3.8023008914707637,40,Pass,Low,80.57486849529477
334,2.9774678353761996,32,70,4.578076021940735,37,Fail,High,79.32523007693145
335,3.3027177108003505,54,52,4.146083196007734,46,Pass,Medium,90.04544928359351
336,7.475796272265741,51,52,3.26535053497583,24,Pass,Medium,75.60106874744353
337,1.7250235511248901,52,69,2.4152262803389757,3,Pass,Medium,85.35278124919456
338,9.418636600497905,64,51,2.3610841212157534,28,Pass,Low,82.49165358003262
339,6.510134153219823,74,99,4.776323584684232,43,Pass,Low,80.56588377991025
340,6.050052558206284,99,98,1.6800358504072537,43,Pass,Low,93.8013223015244
341,8.46708796700448,45,99,2.2372998327067197,0,Pass,Medium,74.83643035136518
342,9.31282109483526,5,50,3.588072791368698,3,Fail,High,58.05407936064813
343,0.0472937352773628,74,80,2.045794531022227,15,Pass,Low,88.61980067689399
344,0.21003117417135675,90,51,3.8812582844303076,12,Pass,Low,94.48289207364382
345,5.0504339127052775,12,50,2.2572943940481025,17,Fail,High,65.46363676650341
346,0.33154272278232755,71,60,4.3026371840918545,24,Pass,Low,91.90259045325374
347,0.9145644044416934,24,74,4.925707303230458,39,Fail,High,66.48610966852947
348,6.6636160540797995,18,67,1.992884407795708,18,Fail,High,73.26260152817852
349,1.7601244118993442,22,69,0.21928142436281717,20,Fail,High,62.98649843013678
