,Student_ID,Time_Spent_On_App,Past_Grades,attendance_rate,time_spent_on_quiz,question_attemted,pass_fail,topic_difficulty,future_score,inactivity_score,poor_performance_score,inconsistent_engagement_score,study_hours_per_week,previous_failures,dropout
64,65,4.532875886007898,8,70,1.830138588640653,49,Fail,High,65.24875004423778,43,8,14,36,2,0
65,66,8.305745889531813,96,58,2.2106467888224453,7,Pass,Low,97.98491502053812,7,5,94,33,4,1
66,67,9.823845989186026,62,59,0.7256116903870852,36,Pass,Low,83.11903318829664,46,34,78,22,1,1
67,68,8.232174744098327,11,71,3.828278495110144,2,Fail,High,62.97752267953352,34,38,32,28,0,1
68,69,7.783029811428371,67,76,4.38091092344226,35,Pass,Low,84.00420749865148,77,21,19,34,2,0
69,70,8.05848828472861,73,64,1.9035148124037935,16,Pass,Low,90.59091440166463,80,40,41,10,4,0
70,71,7.147040407273613,19,73,0.1995597262807291,18,Fail,High,62.3510344781682,35,4,11,32,4,0
71,72,2.797813521927357,50,53,4.65977158169924,44,Pass,Medium,75.32241967378712,49,41,100,10,3,0
72,73,2.0459922231682945,74,58,1.211684613014164,1,Pass,Low,88.26868143021632,3,86,72,8,4,0
73,74,3.9675022432312543,35,75,0.6057185707017293,9,Fail,High,74.84754180566173,1,80,22,13,1,0
74,75,5.665757312274922,100,97,4.48669958950293,0,Pass,Low,103.0751150801187,5,75,71,8,2,0
75,76,7.221815880842223,54,99,4.237750684817614,28,Pass,Medium,84.02530220196974,53,86,95,38,3,1
76,77,1.9424096594417768,20,87,3.193404491965764,33,Fail,High,78.03230006836412,3,79,13,2,2,0
77,78,8.405013972188767,48,88,4.3141941720906125,31,Pass,Medium,76.06376384588529,53,66,90,28,2,0
78,79,5.088659834052487,78,62,3.3778279577898496,25,Pass,Low,95.71384363009292,92,29,24,18,1,1
79,80,9.493513478812746,62,88,3.9989230815889063,11,Pass,Low,83.32344352296803,62,56,76,35,4,0
80,81,0.1701956024719808,49,74,2.1304967087781943,25,Pass,Medium,84.06332294595437,17,85,84,31,1,0
81,82,7.354534282073487,53,52,2.5238786495547627,0,Pass,Medium,87.89614621091664,89,72,30,6,4,0
82,83,3.3976757132116853,89,60,4.146128592020926,21,Pass,Low,93.3422804840564,43,28,100,27,3,1
83,84,9.136890911645372,36,73,0.4312142255187456,32,Fail,High,71.47569521106851,33,36,53,17,1,0
84,85,4.296307816424502,55,57,2.186795728221791,38,Pass,Medium,89.03815299830775,73,86,4,4,1,1
85,86,1.6068092258752664,87,82,4.085054530427738,32,Pass,Low,99.48188594320406,61,12,12,22,5,1
86,87,6.107594595290584,75,70,2.8771967811760835,37,Pass,Low,89.45415286684441,99,31,27,21,0,1
87,88,5.101815024119837,6,59,3.5036077434321973,14,Fail,High,60.462319123904514,13,45,42,25,1,0
88,89,1.3952454793691471,36,94,3.9170764718026367,22,Fail,High,70.2261412090274,94,22,88,11,5,0
89,90,2.6302348986763624,43,95,0.3328584595757666,34,Pass,Medium,77.64206552977599,47,44,98,39,0,1
90,91,6.468767181492954,24,62,3.3789110975553887,6,Fail,High,66.25529300927053,14,16,46,18,4,0
91,92,6.96074435157192,99,91,4.937955337316773,21,Pass,Low,105.207657835426,71,84,70,0,4,1
92,93,2.73956532055914,49,73,2.633773859344667,36,Pass,Medium,65.16438162610913,77,65,37,2,4,1
93,94,1.5407094586081616,56,98,2.2320501394688885,19,Pass,Medium,85.49258469367444,86,100,95,26,5,1
94,95,3.365389726276156,48,81,1.3752898567921767,10,Pass,Medium,80.44614920131379,61,5,66,17,5,1
95,96,1.2033409692992325,17,65,0.2970335286644832,17,Fail,High,71.94014133572377,39,17,61,29,0,0
96,97,0.4695312178092536,86,97,0.0372981329897281,17,Pass,Low,91.7180115001574,84,93,38,1,4,1
97,98,5.826336731270353,35,97,0.003998621369593,15,Fail,High,76.26519604510752,79,21,36,4,2,1
98,99,8.360645084667697,0,58,1.438703487033156,35,Fail,High,61.8706330828824,81,32,85,28,1,0
99,100,0.1311317120733068,2,83,2.1563904691542906,20,Fail,High,55.039382734330665,52,29,7,32,5,0
100,101,6.906908536006815,51,97,1.4183336668159212,32,Pass,Medium,76.40321952926956,23,80,80,19,5,1
101,102,0.816733030979383,20,67,0.7185566533530752,9,Fail,High,69.93511659723289,25,31,51,29,5,0
102,103,7.771926531303835,34,55,3.584213569064093,11,Fail,High,70.5173009790621,88,41,90,4,0,0
103,104,1.457570494829833,19,81,3.4171566197948127,18,Fail,High,58.77269887593417,59,77,32,20,4,0
104,105,5.652712399703104,4,100,3.446352246357014,42,Fail,High,59.93189547984844,40,9,80,14,2,1
105,106,8.602823309407617,58,65,0.7666683290660348,13,Pass,Medium,79.19073485820854,28,35,41,19,1,0
106,107,8.712426334344372,0,97,3.4505008172180966,0,Fail,High,66.86460816140793,14,33,75,7,1,0
107,108,9.228461556944945,47,72,4.540292172790515,43,Pass,Medium,76.1598891613071,44,72,26,30,4,1
108,109,6.615669947291758,83,94,2.993921223181796,49,Pass,Low,85.79175444435494,64,27,7,11,2,0
109,110,3.0095524470792,36,96,4.585680099393435,1,Fail,High,76.48673799827087,88,10,22,20,0,0
110,111,1.5910868885620366,48,75,0.1915032736861921,25,Pass,Medium,80.24538490433501,70,77,63,29,5,0
111,112,8.155279593822504,56,67,2.144553104479223,2,Pass,Medium,83.71262387354945,8,38,92,26,5,0
112,113,1.112748316487795,71,53,0.3711873237181429,23,Pass,Low,93.48094873506044,87,46,19,25,4,0
113,114,0.9599160959535448,26,90,1.3413084799519788,16,Fail,High,65.27962065131916,0,18,15,32,1,0
114,115,4.710331295605852,18,82,0.4176032222257603,46,Fail,High,70.07161003841311,7,14,16,25,5,0
115,116,2.819328175420216,10,91,0.6228478490478229,5,Fail,High,67.6616245083818,87,27,79,25,1,0
116,117,3.4121597022425023,55,69,4.22896882550232,47,Pass,Medium,81.9994729327697,62,23,18,35,1,0
117,118,2.765593153891221,79,77,3.104927279528924,23,Pass,Low,87.67491848069838,10,71,7,39,4,0
118,119,8.202578327237303,77,67,3.5737689108674227,39,Pass,Low,95.54991491652709,80,8,37,0,3,1
119,120,9.364751953464204,60,92,0.5139102492922071,29,Pass,Low,83.67565157498551,7,46,37,14,3,0
120,121,5.305396459985565,70,65,4.278972875040877,14,Pass,Low,92.96284295875712,34,32,52,0,3,1
121,122,2.3675581600576825,31,56,0.2353361318361585,5,Fail,High,70.86260392990151,34,61,92,10,2,0
122,123,1.884675855991853,15,95,1.912971242401308,5,Fail,High,63.981707353099615,32,96,99,1,4,0
123,124,6.8441668381237495,94,98,3.5198182378269767,33,Pass,Low,98.0225390206395,4,18,89,0,1,0
124,125,5.319514592613095,13,50,2.0887916435874176,46,Fail,High,65.02230777948029,40,66,30,30,5,0
125,126,1.9815058224189164,50,97,2.9178567363328183,33,Pass,Medium,83.35176859619469,27,73,43,15,2,0
126,127,1.7809858627129804,95,62,1.718529480861231,47,Pass,Low,93.66778176837563,6,39,59,21,3,1
127,128,1.3105262663814587,0,72,3.108591432055944,40,Fail,High,65.57151449234168,72,46,75,17,0,0
128,129,3.3098773235037093,92,73,2.9384000726515884,1,Pass,Low,90.76717158613972,71,64,16,16,2,1
129,130,5.381892964040588,55,65,2.0315361974655035,5,Pass,Medium,76.3175867701748,11,28,78,29,2,0
130,131,5.585747711757987,100,50,0.6350920378920932,46,Pass,Low,103.00090663317756,33,49,72,9,4,1
131,132,0.5663870068094212,23,85,4.186677305134327,31,Fail,High,60.26904994104453,32,97,38,34,5,1
132,133,3.252725436712302,46,77,0.9839842357434352,26,Pass,Medium,81.9915339855197,47,12,41,20,2,0
133,134,8.46707792288422,90,96,2.9225852684804607,37,Pass,Low,101.3754780398951,22,0,47,15,5,0
134,135,2.0112861912422364,51,89,0.997768632463008,47,Pass,Medium,68.11517290836017,61,33,11,5,4,0
135,136,4.473785201733483,49,89,0.7638858437292118,14,Pass,Medium,85.08927088949406,87,92,95,2,0,0
136,137,8.412999993840556,90,95,2.0406694988589926,22,Pass,Low,93.80410770840072,36,47,88,40,1,1
137,138,3.5615031850423406,55,94,2.447101506732103,39,Pass,Medium,79.33134420723667,98,76,17,20,1,1
138,139,5.335417982782404,31,82,2.773585944418772,45,Fail,High,73.14558435977322,43,47,78,12,3,0
139,140,3.70874641233791,31,76,3.577500444559913,4,Fail,High,66.4040701881605,85,48,95,17,3,0
140,141,9.573443215398957,11,68,3.2492935525833984,40,Fail,High,56.444977820600194,90,63,5,23,0,0
141,142,3.284424331861712,65,54,4.474931057582239,31,Pass,Low,84.87108183558553,34,60,42,26,1,1
142,143,1.1368010941397466,1,73,2.0668050066623778,3,Fail,High,65.72657888982341,64,28,34,3,3,0
143,144,2.778624425916602,79,85,3.348237142581202,22,Pass,Low,88.96703590574371,98,38,97,21,5,1
144,145,1.86160738922314,69,98,0.44287754795717,29,Pass,Low,88.69075157922106,100,87,53,23,2,1
145,146,6.079023121172487,5,52,4.680038189414424,8,Fail,High,49.9497982387207,46,25,61,39,4,1
146,147,9.535904451390277,54,84,2.1308703854798305,29,Pass,Medium,75.87310964484308,77,16,68,9,3,1
147,148,2.7980576565139383,95,88,4.174658568658324,14,Pass,Low,95.51068862036202,2,70,81,1,0,1
148,149,7.529109063739309,16,60,3.762347619549942,13,Fail,High,65.71951557518494,0,12,15,39,1,0
149,150,1.7214082242871154,63,66,1.3133249041035957,31,Pass,Low,84.7370729736157,4,68,7,5,0,0
150,151,8.15902065860518,89,56,4.067298163348884,32,Pass,Low,102.55415434169892,89,25,88,17,4,0
151,152,7.603048955855643,38,74,2.9699627576397365,2,Fail,High,70.14605148643197,13,48,95,16,4,0
152,153,5.1357331647452575,87,93,3.0498472275685025,15,Pass,Low,96.74805305119894,26,66,89,37,0,0
153,154,2.7171386396344586,50,64,0.7967990288308274,47,Pass,Medium,78.61756921269296,8,6,85,22,3,0
154,155,6.737798505930766,35,86,2.9769871292695624,4,Fail,High,81.46982078084855,78,57,30,29,3,1
155,156,7.476309749817726,3,85,4.746945869066042,24,Fail,High,61.02495086902387,14,48,9,20,1,0
156,157,9.050706146540463,71,99,2.0387877654595106,40,Pass,Low,90.27132411518734,89,52,55,9,5,1
157,158,6.137397228012999,70,97,0.5378496424574991,23,Pass,Low,94.72783981036171,41,64,75,12,1,1
158,159,1.3856020559995352,80,51,2.0271854966044147,25,Pass,Low,91.29144724230036,76,61,91,11,2,1
159,160,2.3762983165809115,44,52,4.137870986272922,28,Pass,Medium,83.76859185344408,50,16,69,8,5,0
160,161,4.05592517097619,63,87,3.541635699168316,26,Pass,Low,80.5932606757972,62,42,19,3,2,0
161,162,6.877725468926518,80,93,2.771248907495692,29,Pass,Low,94.34860780543418,95,24,4,38,1,1
162,163,8.32299499332619,85,90,1.464290728265634,17,Pass,Low,87.37714865706643,51,2,22,23,5,0
163,164,3.391577510023681,84,69,3.5289486536266903,6,Pass,Low,94.16355293113104,95,78,8,33,5,0
164,165,6.511209383268436,85,59,2.117964916685959,31,Pass,Low,95.13650767436076,3,28,57,38,2,0
165,166,0.0251528693524993,57,72,1.7237499275815351,22,Pass,Medium,89.67824400358728,93,31,58,40,0,1
166,167,0.5733870384429185,36,53,4.213667346330194,43,Fail,High,70.79949569106088,100,25,92,4,3,1
167,168,1.784814320679602,22,66,2.8085271287354314,30,Fail,High,58.66665495928982,22,15,79,14,5,0
168,169,0.5838124983698578,28,98,0.9647501945395665,16,Fail,High,69.89532730714352,14,24,53,3,5,0
169,170,1.8522765661418736,71,76,0.2129525889848998,5,Pass,Low,84.76456895665083,42,53,45,38,2,0
170,171,1.9836467338007533,49,70,2.6196131185064138,38,Pass,Medium,75.35281984811209,28,27,21,7,5,1
171,172,2.529940614127929,10,79,2.753716881406723,14,Fail,High,65.63786376304748,35,72,63,23,2,0
172,173,0.7020341701579391,51,90,0.3707551876103809,20,Pass,Medium,78.88575644044266,12,55,7,27,0,0
173,174,4.771275795408487,86,86,3.970796925035631,29,Pass,Low,88.81342057365065,31,64,19,26,5,0
174,175,7.258233896395344,26,84,0.5303890718550686,36,Fail,High,61.3470144949268,70,92,50,0,4,0
175,176,9.415018664328263,82,73,4.169208825274638,39,Pass,Low,90.4567690599238,58,85,77,33,1,1
176,177,2.5172222327729497,69,99,3.8307307370992265,6,Pass,Low,83.80915698069812,85,79,38,16,0,1
177,178,6.848813496468189,87,66,3.231879949236748,43,Pass,Low,98.65853631032748,27,40,36,36,4,0
178,179,3.9346802357536337,0,93,2.562043237099194,21,Fail,High,65.76925905294779,65,50,49,37,0,1
179,180,4.643429650949126,52,78,2.455310273443918,20,Pass,Medium,81.10823386792445,41,70,33,25,3,0
180,181,5.892654085074435,6,51,3.532049300218051,26,Fail,High,69.75546335443184,44,77,74,23,0,0
181,182,0.6328090901447936,44,63,0.1429549621553327,22,Pass,Medium,74.84438772581399,61,28,32,38,0,0
182,183,3.46406363968304,72,94,1.1631924333687254,12,Pass,Low,87.18277187446839,56,82,30,20,3,1
183,184,3.351433012090501,83,60,2.7695094775489,34,Pass,Low,91.06353120152436,5,18,53,29,5,1
184,185,4.205766403558395,45,61,1.1453360451534766,46,Pass,Medium,84.41971544289152,27,65,43,12,1,0
185,186,9.320095102996074,46,56,3.160431659794052,27,Pass,Medium,81.65886135796639,27,40,33,36,4,0
186,187,5.846113055138059,27,88,3.4896443638980115,48,Fail,High,74.72253242053685,43,44,70,2,2,1
187,188,7.019012501225353,49,81,4.834010937594671,6,Pass,Medium,82.95600696999783,83,14,61,31,1,0
188,189,9.314706004200156,76,87,3.2290137543572826,28,Pass,Low,88.77526287148821,29,2,22,34,0,0
189,190,0.593727517035747,10,85,2.8163783472741546,10,Fail,High,62.10799585907294,61,10,45,18,2,0
190,191,6.529615379451671,21,54,2.1807742995348893,26,Fail,High,69.3526030695681,74,52,55,13,3,1
191,192,2.014290672099656,22,73,2.008322183667763,19,Fail,High,70.74507440689241,91,45,6,21,1,0
192,193,3.5434615482694785,10,60,1.5905515588468615,7,Fail,High,59.7210195022833,88,29,88,16,5,0
193,194,9.639680697225938,7,96,0.3452312063423257,6,Fail,High,67.33713751108166,61,56,60,3,4,1
194,195,2.484421858600847,72,61,2.210977021094518,49,Pass,Low,87.51127387961925,96,17,2,39,1,0
195,196,3.9773067087181744,12,67,4.540705288834193,36,Fail,High,71.9850923287096,0,50,37,18,1,1
196,197,4.989209122944462,26,52,2.067343365949605,47,Fail,High,75.82687036908958,26,47,83,36,5,1
197,198,4.153106185428548,92,53,0.7476753843444295,48,Pass,Low,100.69599242257812,61,65,33,1,2,1
198,199,6.471141823170118,1,83,1.69978499075569,36,Fail,High,60.43346632339471,76,95,43,14,3,0
199,200,7.410988816987341,50,79,4.113936775126098,11,Pass,Medium,75.28294160278585,2,7,29,1,5,0
200,201,3.811280923694565,36,55,0.3249229406866544,10,Fail,High,87.23444109753918,69,21,16,10,3,0
201,202,8.532156653386174,6,88,1.9969394409702976,38,Fail,High,62.03786323545122,71,5,58,22,5,1
202,203,3.594700528257472,91,55,1.3232495723762487,19,Pass,Low,94.83639092804223,26,75,9,9,1,1
203,204,7.524888463985917,57,61,3.99565492203637,21,Pass,Medium,93.20842103518662,8,56,98,2,3,1
204,205,4.660949319382475,53,55,2.934319884169679,15,Pass,Medium,86.47915018411715,61,35,83,4,2,1
205,206,2.4871717416042194,4,78,4.663992610161835,43,Fail,High,55.989469160793085,36,78,17,2,2,1
206,207,6.875486011965127,33,80,0.0083025023161409,28,Fail,High,67.61215986942234,96,91,44,37,4,1
207,208,7.434397377196145,15,68,3.147465339762153,21,Fail,High,65.7924747022277,50,56,90,12,3,0
208,209,2.844875852909734,92,89,3.780706498346327,39,Pass,Low,99.2856599283068,43,48,58,18,4,0
209,210,6.4148031576661255,69,61,1.4551106776398126,38,Pass,Low,82.68994988190306,23,44,61,39,5,0
210,211,0.1564762664275087,51,64,0.1116180722524035,33,Pass,Medium,86.77850952514821,78,81,58,34,0,1
211,212,2.708850278962245,14,86,0.723692730100558,5,Fail,High,65.26296672082259,58,65,48,23,2,1
212,213,5.844898201350175,27,82,3.301252722229534,21,Fail,High,76.03587464557067,31,76,99,23,1,1
213,214,0.9825652046149892,17,87,1.3098118524484048,49,Fail,High,57.35663155815739,95,44,62,16,2,1
214,215,6.221263953419596,92,67,1.1251619149274443,43,Pass,Low,96.19851313007882,87,78,86,39,0,1
215,216,4.708241385063902,75,65,3.675675663092222,2,Pass,Low,91.19411838790354,51,19,31,9,1,0
216,217,7.353849912045522,11,85,2.937328766065177,0,Fail,High,65.91837269672168,61,63,9,1,3,0
217,218,9.238288561113364,81,100,3.339743198295344,39,Pass,Low,91.4165798962218,57,92,10,22,3,1
218,219,7.691105187477552,93,87,3.066792802319723,0,Pass,Low,92.96986125538017,51,92,69,5,2,1
219,220,2.5462030306340786,4,93,1.0601737896739816,38,Fail,High,55.592908688792434,11,66,61,1,1,0
220,221,4.288151644679898,60,75,1.1704156339003924,48,Pass,Low,86.16083311820184,38,82,46,20,5,1
221,222,0.0250449508307504,10,93,2.3138030647079173,35,Fail,High,68.99296725389064,1,2,33,34,1,0
222,223,8.10773593650958,48,57,0.7065753000531166,14,Pass,Medium,76.65097491695025,2,53,99,28,4,0
223,224,9.795897659163987,46,67,3.265967469151052,13,Pass,Medium,79.66035058046381,100,77,100,6,0,0
224,225,8.969021361569046,5,70,4.362245708652772,49,Fail,High,64.17006153975827,55,63,16,28,3,0
225,226,1.3389126830127518,38,72,0.6342270834311781,1,Fail,High,75.12637283424512,80,39,53,36,2,1
226,227,0.3331730694796242,82,56,3.548185647708068,45,Pass,Low,90.52852128317798,58,58,75,22,1,1
227,228,5.43453347110952,95,52,0.3782484852820311,26,Pass,Low,103.47148571947272,1,54,84,32,3,0
228,229,4.280554245788117,67,98,4.437554157145468,0,Pass,Low,85.16683456162927,1,61,39,7,2,0
229,230,9.327436279010326,3,69,3.9002703665313785,31,Fail,High,56.25042924437696,91,3,18,11,3,0
230,231,1.9449720696642716,88,74,2.9677405358472244,17,Pass,Low,95.9605232696332,53,59,66,9,2,0
231,232,3.2437534536085986,55,82,3.0674587007757803,22,Pass,Medium,79.26691458001586,86,74,81,14,3,0
232,233,5.6912962114120935,44,50,0.0861616141483667,5,Pass,Medium,79.66921902845307,100,94,52,23,5,1
233,234,4.9671799857359495,98,53,2.188333031855285,3,Pass,Low,101.13909945156608,95,95,63,25,4,0
234,235,4.453707507456639,54,73,4.549361357485152,9,Pass,Medium,77.28201286749075,96,90,82,38,0,0
235,236,8.795699221811947,1,50,3.409869797923869,5,Fail,High,61.34437245222112,0,29,46,2,3,0
236,237,9.770278256056075,77,86,4.962483701963503,25,Pass,Low,93.34090814468397,18,1,5,1,0,0
237,238,5.343767996226921,5,96,0.9016458113068532,39,Fail,High,56.62939312404157,1,61,15,5,3,0
238,239,3.997068089813637,1,88,1.730661684813655,19,Fail,High,52.40321959475354,52,48,71,20,1,0
239,240,1.7101387349843478,98,55,0.8836943499340971,36,Pass,Low,103.0818088482095,43,8,17,8,4,0
240,241,9.931840851927817,67,50,0.4471326770322698,38,Pass,Low,85.03707262535569,89,91,51,9,5,0
241,242,3.015944909089827,27,71,3.9594961985672192,21,Fail,High,68.78757745628,31,30,47,35,4,0
242,243,4.83469310371103,36,76,3.5939722842288484,3,Fail,High,74.75362038621276,69,97,42,2,0,0
243,244,1.6287274145992423,39,99,0.6457260767336581,0,Fail,High,74.12895046694982,31,60,38,40,1,1
244,245,3.263546483968085,24,53,2.449964938655671,29,Fail,High,65.41564153922855,67,78,48,23,2,0
245,246,2.0417354621481785,78,96,4.421228676941948,34,Pass,Low,94.17469670537857,54,47,11,21,4,1
246,247,8.07945962608621,30,100,0.675730618100745,7,Fail,High,75.94612312124636,74,24,9,13,5,0
247,248,1.804737791901645,81,55,1.1713263038942934,25,Pass,Low,85.39024448120466,55,35,70,26,1,1
248,249,8.721145493286775,61,78,1.306969444392898,4,Pass,Low,83.51636772931273,16,7,54,32,1,0
249,250,4.192831201076883,97,82,0.623664691680495,24,Pass,Low,100.74466053401048,37,72,0,21,0,0
250,251,3.9895226617360846,48,81,0.767502580960297,27,Pass,Medium,80.35889365085815,23,57,48,28,5,1
251,252,1.0875585158232326,27,80,3.6391404446231537,7,Fail,High,68.83785618402743,68,100,35,18,1,0
252,253,5.030918839551969,5,70,4.345233083247163,3,Fail,High,56.990524072075935,97,44,20,18,1,0
253,254,2.5600392880019465,31,93,3.663447430095,5,Fail,High,74.1438611461276,69,61,36,5,2,1
254,255,6.2936773693203865,15,89,4.672524237347061,22,Fail,High,63.71109306607373,85,38,23,18,0,1
255,256,8.428359252370592,20,59,0.8562446334599899,40,Fail,High,68.55025779979113,10,95,54,12,0,1
256,257,1.323121714977572,39,69,1.3246220514066138,35,Fail,High,67.0444402661028,15,57,24,25,5,1
